Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1983-06-30,54.430812642,82.768521165,58.824681164,63.61597761,43.246952491,44.552329959,43.915150632,44.217280501,59.192711803,48.074716152,51.730595353,55.150718518,42.539871683,49.45843807,51.869729985,58.037818084,50.123843103,70.341161234,42.503223978,48.069930591,30.953142484,37.581442306,47.342094489,61.61290111,52.050122715,50.527685003,54.993368621,62.265304739,40.562941936,39.789918713,59.014685734,38.545996244,46.460774092,63.434723138,48.833369027,83.211475128,40.820102234,47.947142156,38.859480627,51.927389798,50.601369971,52.053180264,70.882472389,49.51332267,44.174741902,48.39303321,38.516818027,62.451681478,45.602708422,64.385440386
1983-07-31,54.923326218,83.108413514,58.306208697,64.003495973,43.236840428,44.651431992,44.235381421,44.545248022,59.513365162,48.288432758,51.900418333,55.045790056,42.677020485,49.489611513,52.102174128,58.138571301,50.434550998,70.749105122,43.113201215,48.477721164,31.482890761,37.674857271,47.217189065,61.637301029,52.513683939,50.771579609,55.120255682,62.33073805,40.98195013,40.157638338,59.341144139,39.101101421,46.72537973,64.586977861,48.935646066,83.555166998,40.72432056,48.255247119,39.3857101,52.099583458,50.935077167,52.248086308,70.942101719,49.602100529,44.637844628,48.678399588,38.265915428,63.425323995,45.556621996,63.652490302
1983-08-31,55.387445207,83.590408779,57.832985589,64.165753831,43.288236506,44.492817728,44.827729275,44.937065366,59.664338952,48.653120325,51.972948677,55.022257864,42.87019367,49.548533069,52.26238856,58.189644673,50.819630113,71.30895561,43.672067684,48.604589668,31.959204368,37.751347896,47.13753688,61.664768995,53.057060573,50.963495205,55.225239332,62.23837732,41.320528979,40.457669542,59.72376181,39.692310404,46.979315176,65.716644219,48.96171566,83.545021862,40.639200245,48.315937482,39.868384699,52.317903745,51.370512707,52.521076059,71.168605932,49.635895207,45.076412743,49.290827467,38.001100674,64.30308222,45.556442581,63.280685609
1983-09-30,55.736598641,84.292188378,57.561093491,64.123527832,43.296778897,44.189043076,45.384960485,45.263427416,59.563700908,49.004342816,51.960646926,55.047123569,43.103247519,49.60625928,52.29765732,58.266406749,51.268715604,71.754269149,44.236445751,48.642135276,32.35775449,37.805240477,47.001595588,61.774350656,53.412535683,51.147650398,55.343822927,62.133415218,41.630891716,40.736670084,60.142147652,40.356440239,47.158993253,66.868871427,49.148640197,83.418689755,40.661381831,48.412794073,40.099880612,52.4060067,51.892724612,52.901879723,71.781247389,49.660617054,45.520316191,49.881479136,38.029421723,65.13550534,45.559072589,63.139254764
1983-10-31,56.00492328,85.04055131,57.488006972,64.035106487,43.382104099,43.9567247,45.823724632,45.527758028,59.443456665,49.279509124,51.918230367,55.132824322,43.239059233,49.653625629,52.310652842,58.425508787,51.613918712,72.056520968,44.875137229,48.677688918,32.736238967,37.797905074,46.789518941,61.906878165,53.495811109,51.308943089,55.589804955,62.089172327,41.91158359,40.978964854,60.544522851,41.026467011,47.308655156,68.051871171,49.430582017,83.41552663,40.658127791,48.764137801,40.143637269,52.387720566,52.51879203,53.169636149,72.437664833,49.616024507,45.888807681,50.090730788,38.3337429,65.849584056,45.557262092,63.284969447
1983-11-30,56.416576649,85.722214661,57.630346907,64.003847211,43.485241214,44.018592672,46.156009259,45.806172865,59.475528187,49.475880094,51.92185976,55.258449179,43.260503465,49.673840482,52.28675182,58.56961089,51.825706047,72.398716716,45.409985767,48.802871611,33.139002428,37.826781605,46.679382092,62.030815324,53.431830578,51.503754718,55.968563175,62.107163386,42.269907561,41.209401015,60.924197316,41.678735786,47.694376356,69.05688981,49.629111488,83.352500442,40.747146362,49.178737363,40.050245609,52.398219734,53.222328225,53.241499604,72.847028028,49.589604592,46.194007047,50.09333053,38.546584037,66.256050638,45.725350087,63.606504808
1983-12-31,57.009513903,86.068235298,57.901990252,64.061209848,43.629886242,44.225476776,46.497558997,46.073604903,59.694601179,49.627118192,51.844914162,55.445939679,43.239573368,49.718604755,52.292330657,58.667789516,51.97822366,72.632609426,45.796976119,49.017335776,33.610477061,38.11251743,46.685423559,62.116051398,53.258821317,51.770606254,56.358476933,62.177345239,42.647101494,41.509971537,61.261851917,42.239877636,48.378347521,69.779225068,49.814240189,83.075443746,40.780873524,49.559843535,39.946224293,52.626420183,53.971584423,53.134983835,73.151867811,49.54189399,46.509795396,50.193068753,38.604584028,66.289659618,46.185629838,63.890448795
1984-01-31,57.582066629,86.076985632,58.447534742,63.959831591,43.830075371,44.419155528,46.85380401,46.371286583,59.941137697,49.811461664,51.89777952,55.536222142,43.258377395,49.720406619,52.296017451,58.738557281,52.067798912,72.861590713,46.085224161,49.18379112,34.110086829,38.323061883,46.739110377,62.14670853,53.136863842,51.993491795,56.603082939,62.264440325,43.044448731,41.775081183,61.421657494,42.575564539,48.901595047,70.163058716,49.762188159,82.722293713,40.572560791,49.685466237,39.857791251,53.026555334,54.730889509,52.838701361,72.816645487,49.420810875,46.835477906,50.360327864,38.836093116,66.04476439,46.463669256,63.980005929
1984-02-29,57.886668963,85.796199768,59.028232868,63.906642868,44.014545905,44.529733334,47.259670835,46.789355429,60.086142878,50.130260482,52.051372196,55.626136992,43.338892135,49.778679747,52.164388046,58.674779958,52.040625547,72.624965839,46.391345064,49.325114312,34.710193821,38.376009397,46.843284057,62.078256872,53.198186657,52.115161077,56.620450711,62.381984336,43.513440372,42.068847961,61.490118456,42.854155199,49.246282481,70.417839084,49.471120132,82.31525998,40.285836766,49.740985403,39.996715214,53.411945401,55.435962356,52.551671981,72.687363424,49.302607119,47.149177781,50.549961888,39.118077107,65.435351809,46.513950683,63.857638036
1984-03-31,58.002067462,85.355299621,59.58083625,63.943208055,44.080702044,44.550509371,47.804578766,47.028946787,60.205318984,50.472713579,52.204043454,55.543769279,43.555093343,49.946143146,52.034603059,58.600459137,51.871910755,72.365034403,46.638971149,49.640023036,35.30586839,38.170643905,46.996792525,61.740988702,53.3833872,52.082068468,56.538847955,62.39508866,44.177965025,42.531573864,61.343713371,43.379372646,49.526224255,70.39319008,49.221591058,81.950860067,39.93340688,49.874568684,40.299130152,53.771131215,55.983806749,52.343488497,72.713679747,49.120191506,47.413273824,50.848155881,39.385319636,64.593483925,46.478312458,63.536105676
1984-04-30,58.168998258,84.997329959,60.058891533,64.006944457,44.127336439,44.60124723,48.44254347,47.314184139,60.451218896,50.722378286,52.293707963,55.505291572,43.709411873,50.353965821,52.036737527,58.677130791,51.702898639,72.23355271,46.949412853,50.059305146,35.790708647,38.02704509,47.2429053,61.245338031,53.702478694,51.879017066,56.289579883,62.170675497,44.798131575,43.074179628,60.997997356,44.046946673,49.718408308,70.185806378,49.340502164,81.719623508,39.594775934,49.98189268,40.732166924,53.987074642,56.374380733,52.309782782,73.036302426,48.991114866,47.67415674,51.085482938,39.588510387,63.725234208,46.549376799,63.067009658
1984-05-31,58.409282756,84.81469963,60.369468001,63.920091889,44.209070472,44.665524893,49.132783082,47.556694058,60.888472896,50.880979436,52.321044034,55.286944891,43.978351984,50.591640287,52.020074595,58.820650796,51.53066846,72.255590911,47.412436633,50.576708012,36.427921708,38.039681671,47.535879992,60.766737431,54.092341746,51.597621681,56.180897404,61.804701562,45.492989334,43.711431038,60.803942584,44.833345521,49.985121148,69.953950009,49.546446122,81.505507834,39.297775988,50.12198297,41.199198803,53.884550269,56.634938934,51.805408869,73.389744169,48.950020311,48.06313568,51.390409778,39.556257024,62.909887571,46.680514268,62.558568887
1984-06-30,58.654304967,84.632705862,60.53251575,63.804089469,44.26861944,44.723287104,49.773631967,47.882679614,61.282762054,50.919167258,52.310330905,55.035339738,44.084353975,50.491432316,52.03863182,58.987081459,51.46296338,72.273434981,47.887754286,50.907883557,37.132945525,38.072621713,47.777787525,60.723450104,54.486383986,51.380109951,56.119739705,61.380876485,46.152156689,44.378345856,60.985812438,45.666325869,50.044410586,69.682099715,49.536089369,81.310243686,39.036404003,50.462537084,41.608218309,53.49998733,56.816063614,51.042417685,73.690158929,49.097168847,48.467831503,51.784466579,39.491194045,62.199107754,46.74874492,62.130439408
1984-07-31,58.795826475,84.542485473,60.806451856,63.629033796,44.255759403,44.659525129,50.195516413,48.231356678,61.62000882,51.056370802,52.279832749,54.990847391,44.032057678,50.333019018,52.195063346,59.08756986,51.635439704,72.129136703,48.244119052,51.088674215,37.88254224,38.033077762,47.990776314,61.190510068,54.761571427,51.203910841,56.025337225,60.856447561,46.736841396,44.943501907,61.471099897,46.405428801,50.005992098,69.466032706,49.417028649,81.108011304,38.846038862,50.846268382,41.846845464,53.212862777,57.081845171,51.084952791,74.287995249,49.335437436,48.830537247,52.317403496,39.579669474,61.585722231,46.738535196,61.836597311
1984-08-31,58.640567473,84.783757301,61.006767829,63.605113714,44.364768965,44.538689306,50.567261791,48.588396238,61.640256692,51.487993888,52.226516464,55.171143416,43.992518676,50.352495411,52.373472867,59.080500579,51.755426192,71.825834465,48.375730922,51.062332846,38.526933702,37.88314906,48.190665695,61.763206417,55.125912646,51.10429289,55.949767927,60.338336152,47.183188442,45.365438583,62.030937825,46.915648825,50.079258272,69.311502263,49.301592957,80.775894829,38.853493165,51.110763904,42.082140218,53.171502722,57.327597869,52.061747394,74.851442828,49.519553782,49.107823134,52.6348359,39.764241326,61.074788204,46.697888384,61.834202896
1984-09-30,58.18005986,85.340073967,61.04077375,63.791402384,44.509942059,44.473838933,50.73871086,48.746064563,61.231761871,51.975336388,52.125130654,55.498601397,44.08864353,50.542270827,52.45861473,59.056096714,51.820258157,71.482405577,48.450757071,51.038186404,39.08787152,37.870616246,48.384781165,62.160586148,55.424164266,51.079877311,55.835760214,60.03546874,47.61084639,45.618985655,62.583870694,47.415478944,50.393878836,69.239928993,49.30073969,80.432084449,39.348971415,51.295633671,42.274429353,53.21187567,57.548391164,53.274720084,74.997187874,49.550631113,49.333196677,52.536789541,40.001683056,60.718243731,46.601593382,61.861254093
1984-10-31,57.49362383,85.781322162,61.016357982,64.188332949,44.721232669,44.539262861,50.918664439,48.758475447,60.455814044,52.268679887,52.027811076,55.824854469,44.262573509,50.944830995,52.564486478,59.074407191,51.773542981,71.074988482,48.726040147,51.117128169,39.663073316,38.079837868,48.551895643,62.348451564,55.508772787,51.082568069,55.788486509,59.970009241,48.074300406,45.896102521,63.070225307,47.919902113,50.894124564,69.312679037,49.392243329,80.152038678,40.152702341,51.257080521,42.53579933,53.382758508,57.759653406,54.294293718,75.123035991,49.41966515,49.381798168,52.324367154,40.272721974,60.516224002,46.378633464,61.875434133
1984-11-30,56.888022016,85.854764803,61.120988141,64.671819512,44.883234839,44.802250843,51.31286488,48.847618592,60.238007426,52.400013944,52.038939718,56.01003006,44.43113876,51.496073284,52.632441412,59.211510613,51.780766372,70.611105688,49.147171987,51.385043899,40.33052665,38.418507478,48.748204565,62.496311984,55.524576172,51.149999342,55.804269012,60.070834887,48.670109125,46.392762779,63.363737172,48.415847036,51.481563213,69.421290316,49.373114842,79.962759782,41.115266303,51.160552243,42.868671285,53.711921228,57.920958185,55.043836231,75.306456195,49.448301224,49.29591819,52.374255421,40.479936322,60.467023615,46.183873402,61.813476491
1984-12-31,56.642753243,85.383667969,61.157505587,65.145985123,45.064807566,45.096396152,52.055854359,49.114873717,60.921718994,52.608966215,52.014635379,56.123626853,44.559840521,52.012852243,52.710619809,59.53491768,52.053407606,70.147827849,49.70035494,51.837662025,41.103552126,38.913259255,48.869945138,62.786559451,55.603483969,51.310341194,55.809839538,60.322626692,49.252412892,47.001484386,63.432545803,49.031915226,52.057200609,69.531513071,49.455678193,79.91254627,41.733486376,51.440346359,43.289793863,54.211961061,57.972443389,55.595107534,75.585365957,49.708192658,49.247718666,52.694551492,40.70199479,60.668778512,46.354703728,61.74692277
1985-01-31,57.099871655,84.629050523,61.176926442,65.362287378,45.312918886,45.219738863,52.932487299,49.587359429,61.349882829,52.845581994,52.037145447,56.136058305,44.755165714,52.279011881,52.761000007,59.985229793,52.469233168,70.174641661,50.346394356,52.263181623,41.890049309,39.118710388,48.905114545,63.272445333,55.85875743,51.456117366,55.740283708,60.649819392,49.747685756,47.428695625,63.289341541,49.718237137,52.371738958,69.603841917,49.573229199,79.979624581,41.560438928,51.731959029,43.672635848,54.707797176,57.874134964,55.883021421,75.361516558,49.892527,49.33611068,53.077973042,40.999392413,61.253747949,46.54488794,61.793035621
1985-02-28,58.016032631,83.895457578,61.018483856,65.424928553,45.563846627,45.076490102,53.810247575,50.245021599,61.392624517,52.807741461,52.012074812,56.274275839,44.942877675,52.371462777,52.641097818,60.272454389,52.796793451,70.367907089,51.08676904,52.455130421,42.791365571,39.080869131,48.990418839,63.85390526,56.279689071,51.562185458,55.564452267,61.043309906,50.280605509,47.836973594,63.237245617,50.407168168,52.647239502,69.782483024,49.622351798,79.874833296,40.959336322,51.881223778,44.146512204,54.996948938,57.634432336,56.072898264,75.233719763,49.891035761,49.578186393,53.320002293,41.009866473,62.031484985,46.727845383,61.955676621
1985-03-31,58.663378755,83.350261853,60.890497714,65.249918275,45.684077572,44.84380159,54.800128255,50.687065088,61.375084663,52.084728078,51.906199064,56.403754457,45.027088519,52.35910457,52.438097978,60.201712478,52.978143926,70.80115164,51.746916783,52.50837195,43.833990865,38.91686232,49.020227162,64.432151396,56.641197654,51.61068879,55.532149907,61.376461168,51.201876639,48.420377113,63.289356685,51.168420806,52.974920273,69.85318352,49.640604438,79.489486373,40.297336505,52.022589212,44.675563424,55.154711282,57.270523065,56.011542052,75.014774874,49.730275963,49.919524354,53.575131707,40.834233193,62.827654269,46.914676033,62.095766092
1985-04-30,58.894519773,83.078008237,60.894703398,64.943026854,45.702849213,44.714023163,55.756605122,51.133845982,61.163446537,51.607877144,51.719049709,56.660105861,44.837724454,52.515085633,52.332290451,59.692765461,53.111821091,71.095237517,52.337654452,52.557273994,44.917543718,38.904533036,48.704646927,65.123142104,56.860573525,51.556284373,55.553473006,61.401638236,52.235113024,49.097827661,63.455430481,51.790176698,53.192945722,69.898650032,49.844168491,78.910269227,39.767617604,52.251886621,45.311704447,55.285409523,56.887583314,56.021012813,75.030268473,49.548774077,50.328517102,53.867596255,40.710539726,63.476765289,47.028756936,62.057006817
1985-05-31,59.075575534,82.948156962,60.958929599,64.726845418,45.803028637,44.66191635,56.53950868,51.482128901,60.984993859,52.389288776,51.512219142,56.743453092,44.862989899,52.58294808,52.33348504,58.790729133,53.128275558,71.026948066,52.894224056,52.873099406,46.070275209,39.015273319,47.655065067,65.751708424,57.064910295,51.430161113,55.770217813,61.143367468,53.288978788,49.836625399,63.85912588,52.32235395,53.513582143,70.043240337,49.983293784,78.276219397,39.358160046,52.661498955,45.980426335,55.42307278,56.547006948,56.157196257,75.084956097,49.323133086,50.808815165,54.09774969,40.567552404,63.815624353,47.011356014,61.797382099
1985-06-30,59.459021995,82.542405578,61.045456238,64.986858327,46.109208466,44.69827999,57.155007787,51.804578826,60.782758217,53.537783953,51.388029539,56.712100841,45.060419313,52.447793708,52.52954906,57.930811186,53.004931062,70.653235541,53.356216711,53.215326454,47.152432521,39.190044984,46.063253156,66.234793338,57.351094076,51.398331335,56.006472575,60.856683276,54.179171213,50.504514351,64.337105373,53.042217982,53.741973061,70.178836294,49.880229272,77.951840095,39.057393027,53.283905374,46.589422482,55.570867123,56.294181498,56.492614141,74.99520638,49.190514166,51.263067267,54.220054476,40.504350779,63.77942554,46.943678261,61.436927061
1985-07-31,59.923575138,81.736943555,61.26682883,65.484321082,46.407036115,44.679579145,57.686773387,52.040668329,60.730129783,54.434744475,51.435233436,56.607106447,45.297180714,52.270274082,52.770042226,57.989657228,52.940856073,70.219215384,53.794043263,53.547687507,48.269086565,39.476596026,45.73052351,66.574101856,57.683993434,51.48709793,56.109320012,60.703581912,55.059548617,51.106830766,64.553144005,54.058806713,54.059263443,70.250752322,49.921584177,78.024561538,39.000724008,53.808878825,47.077820265,55.701488341,56.290455872,56.847280894,74.999682127,49.207623373,51.789614116,54.549220244,40.657225243,63.351352643,46.968493998,61.085544097
1985-08-31,60.193834945,80.854672149,61.506937178,65.933012554,46.747379055,44.442497979,58.533053958,52.367927482,61.125015091,55.028337446,51.707467948,56.394228605,45.733725919,52.254685741,52.809074994,58.922085211,53.042060004,69.845653535,54.268334806,53.716149288,49.203051617,39.708265495,47.195294545,66.675494923,58.138942343,51.747188142,56.145033893,60.794024666,56.083460639,51.873463656,64.469976915,54.924995558,54.446878406,70.177517905,50.255860301,78.007879352,39.125784205,53.927218902,47.696154998,55.888593162,56.423573129,57.175846048,75.340487066,49.34894243,52.385745263,54.945791213,40.894426682,62.649021671,47.035371458,60.937008564
1985-09-30,60.236283,80.289106971,61.807716064,66.196376141,46.984493623,43.984348025,59.504389976,52.657472725,61.51669461,55.320934489,52.12880569,56.220151967,46.199066408,52.510967549,52.673817469,59.661695892,53.382727925,69.487003531,54.908918898,53.751800112,50.125057091,39.996924769,48.781286793,66.515339271,58.426521097,52.192777624,56.158905042,61.145770117,57.353721166,52.723733364,64.435585386,55.330225612,54.776299423,69.991311538,50.692380516,77.684370982,39.342407074,54.0804662,48.417237493,56.086346045,56.662252025,57.510022972,75.687803282,49.504459081,53.025753413,55.209442663,40.93558786,61.84978951,47.111156934,60.864421143
1985-10-31,60.325850195,80.101606335,62.097621458,66.400695705,47.132543229,43.899575693,60.531356291,52.910345475,61.547354306,55.551497542,52.559425476,56.23333495,46.35458458,52.882819657,52.634080469,59.898749229,53.655593921,69.065563997,55.82069677,53.843901559,51.244332202,40.375232376,49.589561841,66.230249297,58.627741796,52.768363599,56.2803429,61.588458445,58.584993394,53.623971242,64.654422431,55.72489439,54.911019618,69.800687875,50.96791636,77.084325212,39.483189754,54.475097132,49.322100501,56.208671774,56.965027893,57.692499359,75.694591522,49.556941066,53.499978533,55.256505996,40.863988956,61.091867118,47.240410861,60.984831803
1985-11-30,60.662952364,80.256345831,62.367475612,66.602075643,47.2589236,44.434454593,61.410232423,53.343640351,61.360200451,55.676916264,52.916250865,56.388185793,46.436128123,53.220395923,52.71464624,59.970289956,53.897723742,68.610317245,56.736593287,54.260025387,52.447592215,40.669046264,49.963957608,65.985505655,58.804081126,53.4503923,56.511881874,61.991861836,59.767857978,54.476534196,65.091932051,56.468433024,55.023708259,69.597600262,50.916264438,76.392373939,39.627307842,54.778525335,50.218477214,56.359607208,57.233286055,57.868933075,75.365172425,49.64180333,53.780399207,55.328132577,40.84387415,60.543358448,47.443816711,61.196200434
1985-12-31,61.02729032,80.397396852,62.551053782,66.880577703,47.464808282,45.033594505,62.196162432,53.949367299,61.240098849,55.913118616,53.091628025,56.604965336,46.661149201,53.572558033,52.991533136,60.008400005,54.078500781,68.31843724,57.482522977,54.809571792,53.566389949,41.009266575,50.160997133,65.874086774,58.833123631,54.181839287,56.767835908,62.358584797,60.890827596,55.19163372,65.579277239,57.553995082,55.378360005,69.455160976,51.046323769,75.988524296,39.5136065,55.255740829,51.000945693,56.665914005,57.395020965,58.217328302,75.31063449,49.752660081,53.995869047,55.546225829,40.966626327,60.379014523,47.87105259,61.30324488
1986-01-31,61.25710997,80.465777045,62.858049282,67.002903851,47.670739376,45.41948153,63.037792004,54.610014691,61.344438078,56.175413751,53.435327889,56.648130493,46.867404423,53.729474972,53.372316697,60.07015634,54.054236611,68.701467121,58.026255221,55.242917586,54.5393567,41.106186168,50.137316757,66.031352703,58.803178895,54.766361817,56.87020863,62.658247431,61.938528616,55.923194197,65.902184933,58.601042854,55.622172465,69.361578455,51.410800298,76.123495508,39.076322557,55.630123308,51.558392542,57.003906058,57.460664126,58.647216946,75.243462925,49.777392536,54.232890793,55.807292454,41.277089288,60.597382755,48.182079648,61.163958157
1986-02-28,61.469625756,80.476711642,63.169598539,67.130748892,47.955291282,45.568331989,64.164967097,55.342894874,61.831306923,56.332394779,54.026597167,56.656806853,46.997687754,53.790226952,53.565833021,60.251955571,54.007172599,69.183036045,58.549475739,55.508470945,55.620523476,41.120905442,49.726615922,66.432178154,58.790405073,55.099491819,56.721562126,62.96428188,62.920280871,56.844093618,66.210548856,59.398145724,55.799877052,69.469906639,51.773001737,76.547631973,38.580987915,55.849735741,52.097952016,57.18307738,57.460742796,59.129676243,75.207539106,49.777032872,54.540010104,56.131470726,41.391643569,60.898520215,48.355633603,60.77899951
1986-03-31,61.874621308,80.400694158,63.655560141,67.359742723,48.209718686,45.665292302,65.639620903,55.785485219,62.378979841,56.512454453,54.66114564,56.559736102,47.287523636,53.882075247,53.540989455,60.551987532,54.116416889,69.650686145,58.970387034,55.70553383,56.721687521,41.191303501,48.907759875,66.756249037,58.920838299,55.115408005,56.544832393,63.246083663,64.127398487,57.858842825,66.415685508,60.279600142,56.06527502,69.604722307,51.90032497,76.950815854,38.172993184,56.140335687,52.711942999,57.294717738,57.372337761,59.371254293,75.098291013,49.773532686,54.88481912,56.455911969,41.321489527,61.258243059,48.395631185,60.249620018
1986-04-30,62.255469449,80.295336874,64.324926312,67.56025906,48.420608345,45.776968485,67.211057544,56.269568553,62.563832193,56.845306604,55.001247132,56.745988814,47.530053858,54.392995886,53.455128458,60.871037186,54.376102592,69.863057398,59.381854985,55.985430362,57.472917522,41.419228769,48.652991486,66.942172495,59.286018239,54.793047681,56.280864618,63.378443388,65.301451389,58.768083519,66.434178699,61.23048724,56.431491155,69.800109972,51.943178915,77.118464509,38.396358692,56.526199346,53.638868712,57.504700614,57.258219816,59.708060591,75.5663049,49.851175804,55.262333926,56.642853938,41.458504357,61.752577626,48.403219958,59.696398632
1986-05-31,62.329797342,80.108565009,64.856006978,67.504793405,48.710889271,45.714426287,68.785402207,56.781124296,62.896945228,57.192246779,55.022311718,56.929713141,47.990536312,55.128264562,53.364976108,61.092471135,54.703572964,69.68464049,59.934356592,56.649838247,58.251800503,41.583410368,49.398400923,66.901688083,59.715806487,54.208385619,56.174742415,63.40329223,66.552904213,59.869917344,66.347578445,62.232623195,57.020958056,70.041552395,52.246993024,76.831090879,39.096585125,57.047221309,54.857318929,57.90132605,57.084014098,59.897229597,75.753284523,49.873877177,55.841897654,57.038710892,41.668912457,62.392389488,48.477883445,59.255830632
1986-06-30,62.180544748,79.532127036,65.014801102,67.405347423,49.133808994,45.538249674,70.465969925,57.45110986,63.212580154,57.503122672,54.911613039,56.904940258,48.523181601,55.671994704,53.310830465,61.272530877,55.027454208,69.07749255,60.620577172,57.292429094,59.234466561,42.142214825,50.273057899,66.766941514,60.191957052,53.527307803,56.052928738,63.360796974,67.840603493,61.291115434,66.244932063,62.947176251,57.33034344,70.050812305,52.825580988,76.301764623,39.55037072,57.84610131,56.291296809,58.365973384,56.769453993,59.989042742,75.403441523,49.820445487,56.627347215,57.568121906,41.546800301,63.144249745,48.516915499,58.992086861
1986-07-31,62.409786891,78.556705819,64.950707645,67.300921518,49.449599264,45.410678397,72.213447293,58.215361018,63.482280268,57.829382983,54.767601383,56.721215484,49.038067895,55.899097967,53.269879254,61.431029187,55.310219381,68.169233069,61.463731433,57.850344201,60.393123025,43.050386032,50.734616433,66.667451089,60.604808684,52.786891866,56.239544604,63.165953205,69.134618059,62.678433576,66.23880849,63.830228597,57.605754587,69.782157335,53.219364727,75.842810353,39.549703166,58.893492063,57.806384694,58.758465505,56.509114819,60.153985452,75.104911894,49.651805822,57.556367653,58.177292855,41.349442009,63.832807485,48.541108408,58.776700099
1986-08-31,62.953385507,77.591609038,64.453526901,67.505069998,49.721683882,45.363618532,74.204877623,59.08964523,63.581031183,57.84632547,54.756672179,56.531653609,49.354518431,55.944865538,53.201422706,61.532518752,55.454497137,67.362444249,62.228927281,58.334991719,61.325642578,43.583015927,50.603011521,66.622736474,60.795335155,52.089797934,56.817352875,63.036502099,70.148075261,63.672622275,66.327489932,64.577995126,57.96698722,69.316558965,53.292811878,75.353504826,39.160348575,59.640729862,59.423992627,58.99633663,56.384013869,60.297326739,74.694326242,49.519923553,58.465030101,58.686418645,41.531929188,64.347433148,48.653279707,58.660750157
1986-09-30,63.235759995,76.968513788,63.63405581,67.868547482,49.87813888,45.284223811,76.059196639,59.662967338,63.430636818,57.871244308,55.060283585,56.507662694,49.559449633,56.042964327,53.014518064,61.62045824,55.715659162,67.123499357,62.96860798,58.901464111,62.056872977,43.825091453,50.184920212,66.660510356,60.817002465,51.55978123,57.161943204,63.177073236,71.219277817,64.563807148,66.509978279,65.417151255,58.173187797,68.849375766,53.428296569,74.725692436,38.736402341,60.10393932,60.993054905,58.974796715,56.612001438,60.503632699,74.147326293,49.495635927,59.378838219,59.128717714,41.866192149,64.778206464,48.721275255,58.488394564
1986-10-31,63.361917448,76.649840806,62.991153685,68.054430783,50.260341404,45.207891928,77.811206141,59.976134893,63.262328147,58.247194696,55.655507226,56.617805092,49.844573478,56.287269507,52.849364037,61.729712772,56.094099339,67.021901498,63.995223003,59.411919698,62.986295632,44.020638692,50.285683096,66.794824791,61.036167677,51.259353452,57.231750067,63.426584077,72.598812195,65.933445284,66.766706988,66.565594208,58.268899278,68.588865212,53.791070119,74.063363639,38.735918822,60.684812453,62.864285524,58.842650091,57.248378475,60.875802902,73.709611543,49.419566706,60.139671342,59.466068052,42.067966366,65.14743624,48.792702724,58.374569882
1986-11-30,63.678971093,76.541912364,63.240082575,68.034173346,50.783014236,45.260467601,79.525335734,60.480003283,63.441770614,58.658884682,56.294055467,56.72721814,50.219732763,56.524875512,52.814037793,61.804865058,56.402062347,66.762890216,65.132240247,59.941508394,64.087173266,44.463298317,50.876422893,66.987859501,61.396565142,51.24644497,57.195841501,63.655698377,73.961519389,67.515839162,66.97269234,67.629858067,58.445009104,68.495223408,54.031595654,73.547105915,39.242709038,61.342300782,65.026444099,58.824610684,58.016402755,61.435991171,73.414179592,49.47468295,60.776269504,59.764467074,42.102878466,65.224679423,48.938888419,58.248465606
1986-12-31,64.138156342,76.175590466,64.01017909,68.072819305,51.134193779,45.435722759,81.084895546,61.252769792,63.86199395,59.007321096,56.593365179,56.929438685,50.513303262,56.859963344,53.065524216,61.819156602,56.565603882,66.61691034,66.253139849,60.552603091,64.921958173,44.994845039,51.341893251,66.998918462,61.681358212,51.532227873,57.220225668,63.92644412,74.741720748,68.806729085,67.122541299,68.6746653,58.82635137,68.537415148,54.196236641,73.2038867,39.634869332,62.032115953,67.075325472,59.159837554,58.668825585,61.993005681,73.507194317,49.77498325,61.416274378,60.1797071,42.194695436,65.012587507,49.271707447,58.018102701
1987-01-31,64.5281551,75.362797524,64.762743367,68.170037591,51.506763062,45.743233649,82.203950722,62.062682912,64.053548026,59.300126831,56.879756101,57.125297785,50.505921852,57.149672206,53.501742035,61.874879829,56.720412528,66.986370174,67.272621604,61.068937144,65.56689045,45.139175617,51.664929608,66.918088278,62.077174977,52.037618874,57.242158242,64.260926153,75.175981311,69.788175571,67.227549414,69.366093735,59.232997271,68.636485464,54.545177832,73.048344312,39.766785553,62.569307434,68.456650034,59.789905539,59.10466359,62.365346795,73.315863592,50.085886873,62.064056215,60.537651481,42.649029801,64.781549572,49.542367934,57.738349481
1987-02-28,64.789500411,74.121070343,65.168141324,68.549337021,51.874236164,45.993869937,83.254387688,62.732123291,63.676170223,59.729120166,57.363795569,57.326132199,50.843881198,57.325910756,53.838796765,61.980440758,56.873383343,67.306842627,68.255671607,61.465779221,66.312810578,45.312747961,51.862144312,66.957423431,62.61261576,52.614340912,57.180893794,64.656856187,75.783322029,70.755223158,67.421908187,69.983548312,59.678536468,68.919306447,55.003562665,72.811586765,39.834919691,62.93883084,69.509135976,60.32688082,59.301076731,62.760825647,73.371876001,50.253436304,62.707555128,60.76781595,43.042654237,64.558828472,49.736054731,57.390353833
