date,Austin_HPI
2010-02-28,176492.499426078
2010-01-31,177032.341517203
2009-12-31,177751.019868338
2009-11-30,179365.814170059
2009-10-31,181106.690959289
2009-09-30,183016.402785716
2009-08-31,184232.862661472
2009-07-31,185541.143330581
2009-06-30,186953.368749422
2009-05-31,188867.020142839
2009-04-30,191119.321150067
2009-03-31,192937.13418278
2009-02-28,193822.765197143
2009-01-31,194028.002284132
2008-12-31,163048.0
2008-11-30,163869.0
2008-10-31,164750.0
2008-09-30,165626.0
2008-08-31,166841.0
2008-07-31,167763.0
2008-06-30,168744.0
2008-05-31,169539.0
2008-04-30,170503.0
2008-03-31,171166.0
2008-02-29,173291.0
2008-01-31,174871.0
2007-12-31,176501.0
2007-11-30,175948.0
2007-10-31,175283.0
2007-09-30,173855.0
2007-08-31,172522.0
2007-07-31,171243.0
2007-06-30,170454.0
2007-05-31,169599.0
2007-04-30,168844.0
2007-03-31,167504.0
2007-02-28,165873.0
2007-01-31,163906.0
2006-12-31,162131.0
2006-11-30,160708.0
2006-10-31,159436.0
2006-09-30,158931.0
2006-08-31,158494.0
2006-07-31,157754.0
2006-06-30,156862.0
2006-05-31,156080.0
2006-04-30,156002.0
2006-03-31,154147.0
2006-02-28,151664.0
2006-01-31,148739.0
2005-12-31,146998.0
2005-11-30,145606.0
2005-10-31,144071.0
2005-09-30,142274.0
2005-08-31,140343.0
2005-07-31,138611.0
2005-06-30,136781.0
2005-05-31,134917.0
2005-04-30,132546.0
2005-03-31,131593.0
2005-02-28,131003.0
2005-01-31,131793.0
2022-12-31,604348.0
2022-11-30,605462.0
2022-10-31,600368.0
2022-09-30,605387.0
2022-08-31,603242.0
2022-07-31,609271.0
2022-06-30,608700.0
2022-05-31,608892.0
2022-04-30,626207.0
2022-03-31,625069.0
2022-02-28,606833.0
2022-01-31,590422.0
2021-12-31,586166.0
2021-11-30,577481.0
2021-10-31,567400.0
2021-09-30,554458.0
2021-08-31,541709.0
2021-07-31,482369.0
2021-06-30,471545.0
2021-05-31,460939.0
2021-04-30,438643.0
2021-03-31,431136.0
2021-02-28,424018.0
2021-01-31,419557.0
2020-12-31,420458.0
2020-11-30,412321.0
2020-10-31,403321.0
2020-09-30,395478.0
2020-08-31,397305.0
2020-07-31,396774.0
2020-06-30,413466.0
2020-05-31,419984.0
2020-04-30,383462.0
2020-03-31,381903.0
2020-02-29,379254.0
2020-01-31,377573.0
2019-12-31,374836.0
2019-11-30,373861.0
2019-10-31,371995.0
2019-09-30,368996.0
2019-08-31,364628.0
2019-07-31,360247.0
2019-06-30,356010.0
2019-05-31,352636.0
2019-04-30,350743.0
2019-03-31,348814.0
2019-02-28,347274.0
2019-01-31,343965.0
2018-12-31,340465.0
2018-11-30,335632.0
2018-10-31,330915.0
2018-09-30,328405.0
2018-08-31,326874.0
2018-07-31,325322.0
2018-06-30,322551.0
2018-05-31,319609.0
2018-04-30,316393.0
2018-03-31,313005.0
2018-02-28,309687.0
2018-01-31,306901.0
2017-12-31,305313.0
2017-11-30,302710.0
2017-10-31,300699.0
2017-09-30,297635.0
2017-08-31,295914.0
2017-07-31,293270.0
2017-06-30,290964.0
2017-05-31,288426.0
2017-04-30,286339.0
2017-03-31,282463.0
2017-02-28,280821.0
2017-01-31,279186.0
2016-12-31,279531.0
2016-11-30,278633.0
2016-10-31,278857.0
2016-09-30,278030.0
2016-08-31,276195.0
2016-07-31,273765.0
2016-06-30,271759.0
2016-05-31,269776.0
2016-04-30,267871.0
2016-03-31,270047.0
2016-02-29,271094.0
2016-01-31,271828.0
2015-12-31,268477.0
2015-11-30,266571.0
2015-10-31,264669.0
2015-09-30,263557.0
2015-08-31,262337.0
2015-07-31,262128.0
2015-06-30,262860.0
2015-05-31,263133.0
2015-04-30,263135.0
2015-03-31,261081.0
2015-02-28,259333.0
2015-01-31,257665.0
2014-12-31,257077.0
2014-11-30,255449.0
2014-10-31,253114.0
2014-09-30,250765.0
2014-08-31,249945.0
2014-07-31,249019.0
2014-06-30,247775.0
2014-05-31,246908.0
2014-04-30,245889.0
2014-03-31,244742.0
2014-02-28,243387.0
2014-01-31,242418.0
2013-12-31,241840.0
2013-11-30,242056.0
2013-10-31,242600.0
2013-09-30,243384.0
2013-08-31,242602.0
2013-07-31,241783.0
2013-06-30,240225.0
2013-05-31,238542.0
2013-04-30,235768.0
2013-03-31,233368.0
2013-02-28,231388.0
2013-01-31,229495.0
2012-12-31,227441.0
2012-11-30,225283.0
2012-10-31,223306.0
2012-09-30,221288.0
2012-08-31,219480.0
2012-07-31,218235.0
2012-06-30,217809.0
2012-05-31,217456.0
2012-04-30,217422.0
2012-03-31,217027.0
2012-02-29,215420.0
2012-01-31,214158.0
2011-12-31,213188.0
2011-11-30,212564.0
2011-10-31,211878.0
2011-09-30,210999.0
2011-08-31,211224.0
2011-07-31,211646.0
2011-06-30,210633.0
2011-05-31,209986.0
2011-04-30,210198.0
2011-03-31,211688.0
2011-02-28,213694.0
2011-01-31,214449.0
2010-12-31,215660.0
2010-11-30,216248.0
2010-10-31,217625.0
2010-09-30,220307.0
2010-08-31,222365.0
2010-07-31,222372.0
2010-06-30,222565.0
2010-05-31,221819.0
2010-04-30,221646.0
2010-03-31,219765.0
2010-02-28,219192.0
2010-01-31,219857.0
2009-12-31,220514.0
2009-11-30,220648.0
2009-10-31,219316.0
2009-09-30,216121.0
2009-08-31,214414.0
2009-07-31,214303.0
2009-06-30,216404.0
2009-05-31,217613.0
2009-04-30,218080.0
2009-03-31,218809.0
2009-02-28,218925.0
2009-01-31,218894.0
2008-12-31,218278.0
2008-11-30,219419.0
2008-10-31,221797.0
2008-09-30,224109.0
2008-08-31,224637.0
2008-07-31,223388.0
2008-06-30,221283.0
2008-05-31,222184.0
2008-04-30,224026.0
2008-03-31,226719.0
2008-02-29,227014.0
2008-01-31,225982.0
2007-12-31,224795.0
2007-11-30,223855.0
2007-10-31,221476.0
2007-09-30,219803.0
2007-08-31,215587.0
2007-07-31,213381.0
2007-06-30,211119.0
2007-05-31,209186.0
2007-04-30,205818.0
2007-03-31,201225.0
2007-02-28,198015.0
2007-01-31,195999.0
2006-12-31,193725.0
2006-11-30,191162.0
2006-10-31,188754.0
2006-09-30,186492.0
2006-08-31,185542.0
2006-07-31,185346.0
2006-06-30,185129.0
2006-05-31,183767.0
2006-04-30,182581.0
2006-03-31,181891.0
2006-02-28,181204.0
2006-01-31,180111.0
2005-12-31,179246.0
2005-11-30,178132.0
2005-10-31,177200.0
2005-09-30,175860.0
2005-08-31,174694.0
2005-07-31,172389.0
2005-06-30,170109.0
2005-05-31,168791.0
2005-04-30,167904.0
2024-05-31,371899.000112955
2024-04-30,370267.753855807
2024-03-31,368709.947790502
2024-02-29,370189.016843174
2024-01-31,372348.177126469
2023-12-31,375289.071401084
2023-11-30,376184.532579711
2023-10-31,376523.565567036
2023-09-30,377926.666089701
2023-08-31,380880.500950758
2023-07-31,383991.804247054
2023-06-30,386249.461403417
2023-05-31,386134.580241861
2023-04-30,386441.163522758
2023-03-31,385905.430649186
2023-02-28,389203.550547616
2023-01-31,392984.531784962
2022-12-31,398013.837781948
2022-11-30,399877.878350732
2022-10-31,401316.714711174
2022-09-30,403737.746794825
2022-08-31,408542.114214689
2022-07-31,411557.252387503
2022-06-30,410433.729454594
2022-05-31,405313.844683257
2022-04-30,399531.960038082
2022-03-31,392930.958126848
2022-02-28,386560.816971378
2022-01-31,381725.69110291
2021-12-31,378294.340708682
2021-11-30,374426.043708668
2021-10-31,370496.958264782
2021-09-30,367635.236819259
2021-08-31,366373.338767645
2021-07-31,363205.414866189
2021-06-30,356694.719516631
2021-05-31,349076.754819851
2021-04-30,341922.138241701
2021-03-31,339404.544367986
2021-02-28,336765.04889725
2021-01-31,248374.0
2020-12-31,249352.0
2020-11-30,245443.0
2020-10-31,243820.0
2020-09-30,239126.0
2020-08-31,228170.0
2020-07-31,229001.0
2020-06-30,244886.0
2020-05-31,242922.0
2020-04-30,243701.0
2020-03-31,244406.0
2020-02-29,244679.0
2020-01-31,244199.0
2019-12-31,244691.0
2019-11-30,245456.0
2019-10-31,246538.0
2019-09-30,245883.0
2019-08-31,245210.0
2019-07-31,244339.0
2019-06-30,243906.0
2019-05-31,243065.0
2019-04-30,241726.0
2019-03-31,239831.0
2019-02-28,239624.0
2019-01-31,239706.0
2018-12-31,239149.0
2018-11-30,237039.0
2018-10-31,234717.0
2018-09-30,233920.0
2018-08-31,233351.0
2018-07-31,233391.0
2018-06-30,232732.0
2018-05-31,232521.0
2018-04-30,232131.0
2018-03-31,232517.0
2018-02-28,230437.0
2018-01-31,229055.0
2017-12-31,225642.0
2017-11-30,224143.0
2017-10-31,221913.0
2017-09-30,221235.0
2017-08-31,220219.0
2017-07-31,219553.0
2017-06-30,218924.0
2017-05-31,217763.0
2017-04-30,215961.0
2017-03-31,212432.0
2017-02-28,209805.0
2017-01-31,207480.0
2016-12-31,207403.0
2016-11-30,206675.0
2016-10-31,206570.0
2016-09-30,204827.0
2016-08-31,202713.0
2016-07-31,199278.0
2016-06-30,196484.0
2016-05-31,194078.0
2016-04-30,192333.0
2016-03-31,192438.0
2016-02-29,193405.0
2016-01-31,193869.0
2015-12-31,192366.0
2015-11-30,190530.0
2015-10-31,188096.0
2015-09-30,186127.0
2015-08-31,183921.0
2015-07-31,182375.0
2015-06-30,181072.0
2015-05-31,180175.0
2015-04-30,178794.0
2015-03-31,176804.0
2015-02-28,174449.0
2015-01-31,172764.0
2014-12-31,171096.0
2014-11-30,169476.0
2014-10-31,167247.0
2014-09-30,165563.0
2014-08-31,164313.0
2014-07-31,163805.0
2014-06-30,162043.0
2014-05-31,160426.0
2014-04-30,159115.0
2014-03-31,158135.0
2014-02-28,154817.0
2014-01-31,151326.0
2013-12-31,148262.0
2013-11-30,146915.0
2013-10-31,146797.0
2013-09-30,146513.0
2013-08-31,146648.0
2013-07-31,145616.0
2013-06-30,145508.0
2013-05-31,144485.0
2013-04-30,143680.0
2013-03-31,142181.0
2013-02-28,142608.0
2013-01-31,142942.0
2012-12-31,143559.0
2012-11-30,143419.0
2012-10-31,143132.0
2012-09-30,142821.0
2012-08-31,141970.0
2012-07-31,141177.0
2012-06-30,141056.0
2012-05-31,141368.0
2012-04-30,141223.0
2012-03-31,140844.0
2012-02-29,141445.0
2012-01-31,142004.0
2011-12-31,143196.0
2011-11-30,143140.0
2011-10-31,143345.0
2011-09-30,143241.0
2011-08-31,143316.0
2011-07-31,143802.0
2011-06-30,143127.0
2011-05-31,142788.0
2011-04-30,143015.0
2011-03-31,144255.0
2011-02-28,144209.0
2011-01-31,144459.0
2010-12-31,144542.0
2010-11-30,145055.0
2010-10-31,143972.0
2010-09-30,141830.0
2010-08-31,140214.0
2010-07-31,139005.0
2010-06-30,139078.0
2010-05-31,138914.0
2010-04-30,140490.0
2010-03-31,141239.0
2010-02-28,142882.0
2010-01-31,142226.0
2009-12-31,140981.0
2009-11-30,140104.0
2009-10-31,141228.0
2009-09-30,144452.0
2009-08-31,147346.0
2009-07-31,150060.0
2009-06-30,151325.0
2009-05-31,153018.0
2009-04-30,152339.0
2009-03-31,152253.0
2009-02-28,151906.0
2009-01-31,154968.0
2008-12-31,157879.0
2008-11-30,159263.0
2008-10-31,160214.0
2008-09-30,161625.0
2008-08-31,163521.0
2008-07-31,164726.0
2008-06-30,165978.0
2008-05-31,166800.0
2008-04-30,166889.0
2008-03-31,166597.0
2008-02-29,167243.0
2008-01-31,168187.0
2007-12-31,170389.0
2007-11-30,172947.0
2007-10-31,174338.0
2007-09-30,174231.0
2007-08-31,173559.0
2007-07-31,173534.0
2007-06-30,173354.0
2007-05-31,173477.0
2007-04-30,174036.0
2007-03-31,175325.0
2007-02-28,174716.0
2007-01-31,173182.0
2006-12-31,171713.0
2006-11-30,171431.0
2006-10-31,170073.0
2006-09-30,166886.0
2006-08-31,163177.0
2006-07-31,160254.0
2006-06-30,158665.0
2006-05-31,156905.0
2006-04-30,157525.0
2006-03-31,157440.0
2006-02-28,159048.0
2006-01-31,159114.0
2005-12-31,158651.0
2005-11-30,157406.0
2005-10-31,157306.0
2005-09-30,158847.0
2005-08-31,160824.0
2005-07-31,162026.0
2005-06-30,162225.0
2005-05-31,162397.0
2005-04-30,160704.0
2005-03-31,160250.0
2005-02-28,157904.0
2024-05-31,276480.074856292
2024-04-30,274292.26830033
2024-03-31,270561.947732317
2024-02-29,268269.066570147
2024-01-31,268512.514347175
2023-12-31,270283.420256231
2023-11-30,272268.266352622
2023-10-31,272995.569878001
2023-09-30,273108.176129129
2023-08-31,271124.638757839
2023-07-31,268368.837197517
2023-06-30,264843.163254665
2023-05-31,261562.247987548
2023-04-30,259403.650873658
2023-03-31,258263.44371351
2023-02-28,258554.466446747
2023-01-31,259379.848127058
2022-12-31,260446.643610852
2022-11-30,261077.331936273
2022-10-31,261716.621899242
2022-09-30,262905.798034781
2022-08-31,264110.691874569
2022-07-31,263894.031227272
2022-06-30,262409.084901759
2022-05-31,259279.92821178
2022-04-30,256074.354966013
2022-03-31,251520.020926536
2022-02-28,246034.326494572
2022-01-31,241764.673450791
2021-12-31,239022.055306397
2021-11-30,238919.367546387
2021-10-31,239612.338679964
2021-09-30,240913.535322767
2021-08-31,242528.949320071
2021-07-31,242038.458482167
2021-06-30,239928.062779584
2021-05-31,236905.653944813
2021-04-30,234894.311241485
2021-03-31,233965.328527409
2021-02-28,232614.690318787
2021-01-31,230776.459722434
2020-12-31,229001.370148491
2020-11-30,227511.62832613
2020-10-31,224802.546267589
2020-09-30,221857.266103763
2020-08-31,219125.622728919
2020-07-31,218544.244740635
2020-06-30,218591.129231665
2020-05-31,218767.68707721
2020-04-30,218109.972566494
2020-03-31,216587.475190648
2020-02-29,215299.378042585
2020-01-31,213797.513222678
2019-12-31,212274.341314801
2019-11-30,210444.350717069
2019-10-31,208863.932298726
2019-09-30,207306.958503535
2019-08-31,205597.390707022
2019-07-31,203934.006718686
2019-06-30,203461.206247149
2019-05-31,202922.82063881
2019-04-30,201585.937200129
2019-03-31,199864.414702163
2019-02-28,198430.634241042
2019-01-31,197447.538294622
2018-12-31,195061.384877207
2018-11-30,192734.339317622
2018-10-31,191037.161303773
2018-09-30,190621.615841996
2018-08-31,190508.019505919
2018-07-31,190787.143941534
2018-06-30,190985.244217459
2018-05-31,191254.907613215
2018-04-30,191079.608331469
2018-03-31,190928.484029357
2018-02-28,190457.448535309
2018-01-31,189670.497720934
2017-12-31,189087.446415794
2017-11-30,187932.169325686
2017-10-31,187199.255246076
2017-09-30,185803.85425668
2017-08-31,184966.816201002
2017-07-31,183168.96871312
2017-06-30,181239.122875833
2017-05-31,178991.07635003
2017-04-30,177264.374997156
2017-03-31,176091.603831518
2017-02-28,175947.157310925
2017-01-31,175780.420923831
2016-12-31,175565.83652106
2016-11-30,174958.230123232
2016-10-31,174515.242294084
2016-09-30,173167.758765514
2016-08-31,171312.666313327
2016-07-31,168991.704920554
2016-06-30,167737.482302498
2016-05-31,167086.743606421
2016-04-30,167334.214764906
2016-03-31,167120.093987194
2016-02-29,165976.114892508
2016-01-31,164048.491130133
2015-12-31,162352.120477306
2015-11-30,161101.59408972
2015-10-31,159468.343805851
2015-09-30,157511.591606758
2015-08-31,155522.10868792
2015-07-31,154594.425460357
2015-06-30,153773.875835796
2015-05-31,153500.411340013
2015-04-30,152992.098652568
2015-03-31,152183.509654752
2015-02-28,151099.973534191
2015-01-31,150060.596623612
2014-12-31,149796.096643949
2014-11-30,149876.080838855
2014-10-31,149924.253938019
2014-09-30,150437.246310843
2014-08-31,150680.860859974
2014-07-31,150617.825623669
2014-06-30,149749.629483507
2014-05-31,148847.244388848
2014-04-30,148396.350883534
2014-03-31,147913.79748561
2014-02-28,147054.624913831
2014-01-31,146714.021974966
2013-12-31,146793.160522342
2013-11-30,147409.431310112
2013-10-31,147951.052780396
2013-09-30,148627.370326379
2013-08-31,149178.186634931
2013-07-31,148769.912607342
2013-06-30,148217.769438821
2013-05-31,147907.643980886
2013-04-30,148329.580755221
2013-03-31,148192.005159471
2013-02-28,147241.016986929
2013-01-31,146441.95921642
2012-12-31,146486.127741815
2012-11-30,147220.726332182
2012-10-31,147586.769572906
2012-09-30,147938.620826102
2012-08-31,148116.875097521
2012-07-31,147906.2748782
2012-06-30,146832.285096819
2012-05-31,145824.504996558
2012-04-30,145189.905113138
2012-03-31,144759.058795173
2012-02-29,144280.419687564
2012-01-31,143785.194854723
2011-12-31,143823.255170299
2011-11-30,143954.87284655
2011-10-31,144426.847401286
2011-09-30,145111.583185026
2011-08-31,146987.861289866
2011-07-31,148782.885943651
2011-06-30,149774.225192014
2011-05-31,149924.003137246
2011-04-30,150478.96115088
2011-03-31,151902.404400957
2011-02-28,154294.769031632
2011-01-31,155921.072111745
2010-12-31,157488.959033757
2010-11-30,158956.644505635
2010-10-31,160860.281234277
2010-09-30,162985.722289321
2010-08-31,164112.688620345
2010-07-31,164562.583429119
2010-06-30,164447.4113109
2010-05-31,164430.448552215
2010-04-30,165131.525210678
2010-03-31,165681.301522617
2010-02-28,167163.533041827
2010-01-31,168026.454758165
2009-12-31,168948.145192529
2009-11-30,168362.702197829
2009-10-31,168320.251814961
2009-09-30,168162.630678373
2009-08-31,168014.824892977
2009-07-31,168035.570868967
2009-06-30,168283.761955624
2009-05-31,168847.16033123
2009-04-30,168765.08350874
2009-03-31,169005.053490722
2009-02-28,169106.980575785
2009-01-31,169473.689746936
2008-12-31,169465.169653551
2008-11-30,169647.238726817
2008-10-31,170093.173137718
2008-09-30,171054.957850213
2008-08-31,171039.431520126
2008-07-31,171003.973893593
2008-06-30,170448.947946778
2008-05-31,170595.758894706
2008-04-30,170932.511415715
2008-03-31,171484.933868099
2008-02-29,172428.203319956
2008-01-31,173594.67619911
2007-12-31,175060.272738993
2007-11-30,176135.608107452
2007-10-31,175493.51092447
2007-09-30,172219.707384968
2007-08-31,169270.636055452
2007-07-31,167635.379579126
2007-06-30,168477.912829431
2007-05-31,168930.541376305
2007-04-30,168828.436719765
2007-03-31,168371.951232306
2007-02-28,167830.866805974
2007-01-31,167574.720945341
2006-12-31,167356.729681486
2006-11-30,167166.777768733
2006-10-31,166563.20709645
2006-09-30,165441.660808437
2006-08-31,164729.35742453
2006-07-31,164270.012484844
2006-06-30,164312.794661049
2006-05-31,163789.675921257
2006-04-30,162884.117944964
2006-03-31,161426.693837116
2006-02-28,159907.897336125
2006-01-31,158450.561628358
2005-12-31,156920.647429607
2005-11-30,155423.089025463
2005-10-31,153997.727736198
2005-09-30,152649.348195201
2005-08-31,151163.316495007
2005-07-31,149586.114614136
2005-06-30,147853.114528918
2005-05-31,145914.341395186
2005-04-30,143573.644023213
2005-03-31,140814.422787864
2005-02-28,138166.068589622
2005-01-31,135736.145754896
2004-12-31,133510.103537374
2004-11-30,131141.307134817
2004-10-31,128809.766331742
2004-09-30,126538.445916201
2004-08-31,124703.516370104
2004-07-31,122898.950773346
2004-06-30,121661.166005381
2004-05-31,120432.755499267
2004-04-30,119302.344846865
2004-03-31,117819.630314287
2004-02-29,116276.79782034
2004-01-31,114825.662374545
2003-12-31,113526.831418045
2003-11-30,112280.77622276
2003-10-31,110855.436466618
2003-09-30,109183.038289789
2003-08-31,107693.857084246
2003-07-31,106512.987661978
2003-06-30,105930.227042364
2003-05-31,105402.571672634
2003-04-30,104904.367904157
2003-03-31,104243.602613913
2003-02-28,103493.120464489
2003-01-31,102997.51179637
2002-12-31,102450.525701077
2002-11-30,101940.160108345
2002-10-31,101100.865398733
2002-09-30,100353.193642313
2002-08-31,99565.3288490398
2002-07-31,99049.6856487771
2002-06-30,98688.7123359275
2002-05-31,98297.8251445648
2002-04-30,97645.8984149851
2002-03-31,96614.1639110114
2002-02-28,95535.3617746653
2002-01-31,94596.8863865046
2001-12-31,93890.8391751689
2001-11-30,93399.514957801
2001-10-31,92747.4469721391
2001-09-30,91948.1420227668
2001-08-31,91110.0695066968
2001-07-31,90674.0483004869
2001-06-30,90371.5299143614
2001-05-31,90108.7967271646
2001-04-30,89438.6673916314
2001-03-31,88942.6694802062
2001-02-28,88400.5047704772
2001-01-31,88017.3139033165
2000-12-31,87528.7222018774
2000-11-30,87052.8133047633
2000-10-31,86672.928510361
2000-09-30,86134.4920105796
2000-08-31,85417.9500891292
2000-07-31,84754.3289386829
2000-06-30,84350.0856910441
2000-05-31,84300.8633026664
2000-04-30,83511.0354135894
2000-03-31,82688.9473931849
2000-02-29,81886.7104667603
2000-01-31,81818.9351437217
1999-12-31,94390.0
1999-11-30,93834.0
1999-10-31,93338.0
1999-09-30,93263.0
1999-08-31,93566.0
1999-07-31,93607.0
1999-06-30,92809.0
1999-05-31,91839.0
1999-04-30,91308.0
1999-03-31,91010.0
1999-02-28,90854.0
1999-01-31,90616.0
1998-12-31,90704.0
1998-11-30,90108.0
1998-10-31,89498.0
1998-09-30,89188.0
1998-08-31,89376.0
1998-07-31,90102.0
1998-06-30,90625.0
1998-05-31,90032.0
1998-04-30,89779.0
1998-03-31,90064.0
1998-02-28,91698.0
1998-01-31,92605.0
1997-12-31,92897.0
1997-11-30,92992.0
1997-10-31,92792.0
1997-09-30,92728.0
1997-08-31,92294.0
1997-07-31,91828.0
1997-06-30,91804.0
1997-05-31,91968.0
1997-04-30,92287.0
1997-03-31,91924.0
1997-02-28,91208.0
1997-01-31,90497.0
1996-12-31,90222.0
1996-11-30,90323.0
1996-10-31,90650.0
1996-09-30,90679.0
1996-08-31,90686.0
1996-07-31,90523.0
1996-06-30,90289.0
1996-05-31,90485.0
1996-04-30,90376.0
1996-03-31,90522.0
1996-02-29,90226.0
1996-01-31,90318.0
2024-05-31,749966.750561828
2024-04-30,747268.823779182
2024-03-31,742796.203014741
2024-02-29,738922.313778859
2024-01-31,737303.463741574
2023-12-31,732905.593500374
2023-11-30,730123.658486153
2023-10-31,728341.473955628
2023-09-30,735263.215773533
2023-08-31,743428.604670543
2023-07-31,748155.439176173
2023-06-30,747173.92941744
2023-05-31,743164.673623631
2023-04-30,741042.923935131
2023-03-31,739963.011896169
2023-02-28,745155.136337346
2023-01-31,755302.801193208
2022-12-31,767108.638313376
2022-11-30,774531.367009732
2022-10-31,781063.379043354
2022-09-30,788444.263422518
2022-08-31,795523.855457246
2022-07-31,796612.06779985
2022-06-30,791846.682976868
2022-05-31,778571.625318756
2022-04-30,761195.24835807
2022-03-31,739730.524319968
2022-02-28,718773.037096273
2022-01-31,699586.048106242
2021-12-31,684583.42861409
2021-11-30,673506.230031234
2021-10-31,666460.097137943
2021-09-30,658796.692667394
2021-08-31,650509.81417007
2021-07-31,638220.138870716
2021-06-30,621580.26758112
2021-05-31,604225.205255328
2021-04-30,586038.585048682
2021-03-31,571098.163326875
2021-02-28,556100.415960383
2021-01-31,540968.039234348
2020-12-31,525823.080313949
2020-11-30,511571.295065959
2020-10-31,499060.318961097
2020-09-30,488413.7003474
2020-08-31,480191.625727561
2020-07-31,475042.414297164
2020-06-30,472674.112640912
2020-05-31,469873.584241939
2020-04-30,467331.327920636
2020-03-31,464706.539866616
2020-02-29,462797.91526756
2020-01-31,460246.202526008
2019-12-31,457453.513064861
2019-11-30,454865.217582364
2019-10-31,452754.044881461
2019-09-30,450389.643846302
2019-08-31,447523.148074433
2019-07-31,443215.367099312
2019-06-30,439720.565647884
2019-05-31,437333.493419141
2019-04-30,435066.930232203
2019-03-31,432357.068995162
2019-02-28,429883.403760054
2019-01-31,428945.355981522
2018-12-31,428268.170696817
2018-11-30,427199.739525179
2018-10-31,426400.617692123
2018-09-30,425082.754242259
2018-08-31,422438.087597347
2018-07-31,418758.672326136
2018-06-30,416000.280023418
2018-05-31,414075.563830165
2018-04-30,411396.303273961
2018-03-31,408625.120833218
2018-02-28,406770.880041731
2018-01-31,406258.261874205
2017-12-31,405822.33397598
2017-11-30,405060.588518852
2017-10-31,403796.182975884
2017-09-30,402226.836542422
2017-08-31,400693.437545304
2017-07-31,399119.215360997
2017-06-30,396639.530042736
2017-05-31,393184.991960191
2017-04-30,390016.998078977
2017-03-31,387429.09573178
2017-02-28,385123.163326144
2017-01-31,382580.2029979
2016-12-31,379742.491634497
2016-11-30,377172.185850371
2016-10-31,375518.570552528
2016-09-30,374382.387366122
2016-08-31,373216.86805677
2016-07-31,371759.142306935
2016-06-30,370258.675790955
2016-05-31,369165.052620872
2016-04-30,368391.132204035
2016-03-31,367837.657306546
2016-02-29,366933.580761742
2016-01-31,365253.371376647
2015-12-31,363860.102846706
2015-11-30,362594.769704745
2015-10-31,361357.056008433
2015-09-30,358914.307588313
2015-08-31,356958.685450936
2015-07-31,355873.721472516
2015-06-30,355862.797217041
2015-05-31,354770.487099657
2015-04-30,353695.372669716
2015-03-31,352263.804905629
2015-02-28,352873.712906593
2015-01-31,353301.991645285
2014-12-31,353997.6973391
2014-11-30,353403.72137695
2014-10-31,353034.989839376
2014-09-30,352309.446430622
2014-08-31,292011.0
2014-07-31,290435.0
2014-06-30,287804.0
2014-05-31,284871.0
2014-04-30,283309.0
2014-03-31,282096.0
2014-02-28,283156.0
2014-01-31,283832.0
2013-12-31,284098.0
2013-11-30,281821.0
2013-10-31,280083.0
2013-09-30,277575.0
2013-08-31,275860.0
2013-07-31,275019.0
2013-06-30,274624.0
2013-05-31,273614.0
2013-04-30,271531.0
2013-03-31,269596.0
2013-02-28,265533.0
2013-01-31,261457.0
2012-12-31,258026.0
2012-11-30,257954.0
2012-10-31,257198.0
2012-09-30,256854.0
2012-08-31,255670.0
2012-07-31,255099.0
2012-06-30,254347.0
2012-05-31,254111.0
2012-04-30,254007.0
2012-03-31,254730.0
2012-02-29,256494.0
2012-01-31,258414.0
2011-12-31,259438.0
2011-11-30,259027.0
2011-10-31,259186.0
2011-09-30,259756.0
2011-08-31,260869.0
2011-07-31,260857.0
2011-06-30,261475.0
2011-05-31,262253.0
2011-04-30,264016.0
2011-03-31,265533.0
2011-02-28,266782.0
2011-01-31,267807.0
2010-12-31,268675.0
2010-11-30,268933.0
2010-10-31,269845.0
2010-09-30,271278.0
2010-08-31,273334.0
2010-07-31,275301.0
2010-06-30,275842.0
2010-05-31,275545.0
2010-04-30,274293.0
2010-03-31,273393.0
2010-02-28,272055.0
2010-01-31,270860.0
2009-12-31,268983.0
2009-11-30,270251.0
2009-10-31,270503.0
2009-09-30,271146.0
2009-08-31,269154.0
2009-07-31,268015.0
2009-06-30,268118.0
2009-05-31,269631.0
2009-04-30,272293.0
2009-03-31,273402.0
2009-02-28,276017.0
2009-01-31,278198.0
2008-12-31,283496.0
2008-11-30,284761.0
2008-10-31,286337.0
2008-09-30,284215.0
2008-08-31,285173.0
2008-07-31,285504.0
2008-06-30,287109.0
2008-05-31,287219.0
2008-04-30,286956.0
2008-03-31,287349.0
2008-02-29,286865.0
2008-01-31,287040.0
2007-12-31,286278.0
2007-11-30,286218.0
2007-10-31,285585.0
2007-09-30,285774.0
2007-08-31,285952.0
2007-07-31,284647.0
2007-06-30,282739.0
2007-05-31,280661.0
2007-04-30,280009.0
2007-03-31,278765.0
2007-02-28,277781.0
2007-01-31,276336.0
2006-12-31,273195.0
2006-11-30,270052.0
2006-10-31,265601.0
2006-09-30,263617.0
2006-08-31,260326.0
2006-07-31,259025.0
2006-06-30,255260.0
2006-05-31,251674.0
2006-04-30,246547.0
2006-03-31,242598.0
2006-02-28,238476.0
2006-01-31,234391.0
2005-12-31,231231.0
2005-11-30,228296.0
2005-10-31,226307.0
2005-09-30,222908.0
2005-08-31,219871.0
2005-07-31,216129.0
2005-06-30,213925.0
2005-05-31,212661.0
2005-04-30,212434.0
2022-02-28,275300.0
2022-01-31,269942.0
2021-12-31,265297.0
2021-11-30,260305.0
2021-10-31,254685.0
2021-09-30,247413.0
2021-08-31,239543.0
2021-07-31,149130.0
